Group,Pre_Post,Year,Region,Beach,Crawl_Type,Success_Nest,Date_Found,ID,Obstructed,Object_ID_Spec,Object_ID_Gen,People,Dist_HTL,Dist_Dune,East_Orig,North_Orig,Long_Orig,Lat_Orig,Relocated,East_Relo,North_Relo,Long_Relo,Lat_Relo,Relo_Reason,Comments
Treatment,2_Post,2017,Orange Beach,Orange Beach,Nest,1,7/19/2017,H07,1,Chairs,Chairs,Yes,1.8,78.8,442737,3348347,-87.59531,30.26542,Yes,442718,3348385,-87.59551,30.26577,Near/At HTL,OBPD assisted to keep people away. determined to nest! Tagged BSC182 61 turtles went north to SeaChase. 7 turtles went Nw to Tradewinds. - Very difficult time with hatchlings staying in the water. Took abt half to west end of OB to release. - Disorientation report complete
Pop_Control,2_Post,2017,Fort Morgan,Fort Morgan,Nest,1,7/20/2017,A66,0,NA,NA,NA,12.4,13.3,409816,3344814,-87.93722,30.23154,No,NA,NA,NA,NA,NA,
Pop_Control,2_Post,2017,Fort Morgan,Fort Morgan,FC,0,7/20/2017,AFC70,0,NA,NA,NA,9.1,14.5,413749,3344610,-87.89633,30.22999,NA,NA,NA,NA,NA,NA,
NA,2_Post,2017,Dauphin Island,Dauphin Island,FC,0,7/21/2017,JFC05,0,NA,NA,NA,6.7,15.5,386143,3346943,-88.18343,30.24876,NA,NA,NA,NA,NA,NA,
Pop_Control,2_Post,2017,Fort Morgan,Fort Morgan,FC,0,7/21/2017,AFC71,0,NA,NA,NA,2.4,20.0,405345,3344497,-87.98365,30.22834,NA,NA,NA,NA,NA,NA,
Treatment,2_Post,2017,Gulf Shores,Laguna Key,FC,0,7/21/2017,BFC22,0,NA,NA,NA,0.0,45.5,423931,3344714,-87.79054,30.23161,NA,NA,NA,NA,NA,NA,
Treatment,2_Post,2017,Gulf Shores,West Beach,Nest,1,7/21/2017,C07,0,NA,NA,NA,1.8,47.0,432501,3346090,-87.70157,30.24453,Yes,432494,3346121,-87.70164,30.24481,Near/At HTL,Bottom 1/3 of nest was under water prior to relocation. Bright lights from PGS will be an issue at hatching time.
Treatment,2_Post,2017,Gulf Shores,West Beach,FC,0,7/21/2017,CFC16,0,NA,NA,NA,NA,NA,430968,3345908,-87.71749,30.2428,NA,NA,NA,NA,NA,NA,
Treatment,2_Post,2017,Gulf Shores,West Beach,FC,0,7/21/2017,CFC15,0,NA,NA,NA,NA,NA,430988,3345904,-87.71728,30.24277,NA,NA,NA,NA,NA,NA,
Ord_Control,2_Post,2017,BSNWR,Refuge,FC,0,7/22/2017,AFC73,1,Hole,Hole,NA,44.8,0.0,419834,3344393,-87.83309,30.22845,NA,NA,NA,NA,NA,NA,
Treatment,2_Post,2017,Orange Beach,Alabama Point,Nest,1,7/22/2017,I17,0,NA,NA,NA,13.6,4.2,448729,3349653,-87.53308,30.27748,No,NA,NA,NA,NA,NA,Eggs found by Rosie Mendez. Same crawl width as I-3 and I-6. Possible 3rd laying. 2 strange shaped shells not counted. Nothing inside - suspect 3rd nest of season.
NA,2_Post,2017,Dauphin Island,Dauphin Island,Nest,1,7/22/2017,J08,1,Unidentified,Unidentified,NA,9.1,7.0,389373,3347055,-88.14987,30.25007,No,NA,NA,NA,NA,NA,"Nest was inundated constantly throughout season. Every heavy rain or high tide event washed over the nest. Calculated approximately 8 inches of sand on top of screen at one point. Had scheduled day 75 excavation, but the nest was washed away by storm surges/wave action just before Hurricane Nate. "
Ord_Control,2_Post,2017,BSNWR,Refuge,FC,0,7/22/2017,AFC72,0,NA,NA,NA,8.5,16.1,406275,3344599,-87.97399,30.22933,NA,NA,NA,NA,NA,NA,
Treatment,2_Post,2017,Orange Beach,Alabama Point,Nest,1,7/22/2017,I16,0,NA,NA,NA,0.0,16.4,447697,3349368,-87.54379,30.27486,Yes,447694,3349384,-87.54383,30.27501,Near/At HTL,At wrack line. 2 empty shells and one yoke in nest.  Inundated by ground water. Canine tracks all over the area.  Eggs found by George Goodman. Nest was wet. One early stage dead embryo. One egg had bacteria on shell.
Ord_Control,2_Post,2017,BSNWR,Refuge,FC,0,7/22/2017,AFC74,0,NA,NA,NA,3.9,41.2,419827,3344363,-87.83316,30.22818,NA,NA,NA,NA,NA,NA,
Ord_Control,2_Post,2017,BSNWR,Refuge,FC,0,7/23/2017,AFC75,0,NA,NA,NA,10.6,0.0,401861,3344845,-88.01988,30.2312,NA,NA,NA,NA,NA,NA,
NA,2_Post,2017,Dauphin Island,Dauphin Island,Nest,1,7/23/2017,J09,0,NA,NA,NA,0.0,11.2,388472,3347057,-88.15924,30.25,Yes,338468,3347072,-88.67883,30.24451,Inundated,"Renter saw turtle nesting at 4am had lights on could not figure out how to turn them off. Excavated just before Hurricane Nate. 5 Early stage embryos, 95 late stage embryos."
Ord_Control,2_Post,2017,BSNWR,Refuge,FC,0,7/23/2017,AFC76,0,NA,NA,NA,3.6,27.3,403307,3344189,-88.0048,30.2254,NA,NA,NA,NA,NA,NA,
Treatment,2_Post,2017,Orange Beach,Alabama Point,FC,0,7/24/2017,IFC18,0,NA,NA,NA,12.7,9.1,447393,3349283,-87.54695,30.27408,NA,NA,NA,NA,NA,NA,"Suspicious crawl. Deep, wide excavation in heavy rain."
Treatment,2_Post,2017,Gulf Shores,East Beach,Nest,1,7/24/2017,E08,0,NA,NA,NA,11.8,17.6,435407,3346563,-87.6714,30.24896,No,NA,NA,NA,NA,NA,"All 8 released hatchlings were Green hybrids
All 41 dead embryos were Late Stage drowned"
Treatment,2_Post,2017,Gulf Shores,Laguna Key,Nest,1,7/24/2017,B27,0,NA,NA,NA,5.8,23.9,426764,3345272,-87.76114,30.23682,Yes,426764,3345288,-87.76114,30.23696,Low elevation,"Permission given to excavate 2nd day after emergence - heard 1 lone turtle crawling shortly after hatch out and for next day and half but not breaking out, found 1 live turtle with a dead turtle on top of it's back half.  One more day most likely would have 2 dead."
Ord_Control,2_Post,2017,BSNWR,Refuge,Nest,1,7/24/2017,A67,0,NA,NA,NA,18.5,57.9,421499,3344428,-87.81579,30.22887,No,NA,NA,NA,NA,NA,"9/20/17: 57 tracks counted towards dunes, ghost crab tracks and coyote tracks. Not tarped. Data sheet shows 57 escaped depredated, unable to list here."
Pop_Control,2_Post,2017,Fort Morgan,Fort Morgan,Nest,1,7/25/2017,A68,0,NA,NA,NA,5.8,10.3,413619,3344644,-87.89769,30.23028,No,NA,NA,NA,NA,NA,
Pop_Control,2_Post,2017,Fort Morgan,Fort Morgan,FC,0,7/25/2017,AFC77,0,NA,NA,NA,3.9,30.3,415188,3344564,-87.88138,30.22967,NA,NA,NA,NA,NA,NA,
Ord_Control,2_Post,2017,BSNWR,Refuge,Nest,1,7/26/2017,A70,0,NA,NA,NA,13.9,9.7,417218,3344415,-87.86027,30.22847,No,NA,NA,NA,NA,NA,"dead embryos small (mid stage) with red/clear fluid. - Originally tarped fully but short tarps removed due to water (old way.) - Excavated prior to day 75 due to approaching Hurricane Nate, approved by ALES office."
Treatment,2_Post,2017,Gulf Shores,Laguna Key,Nest,1,7/26/2017,B28,0,NA,NA,NA,15.8,23.3,426343,3345182,-87.76551,30.23598,Yes,426338,3345206,-87.76556,30.2362,Low elevation,
Pop_Control,2_Post,2017,Fort Morgan,Fort Morgan,Nest,1,7/26/2017,A69,0,NA,NA,NA,4.2,47.6,416776,3344403,-87.86486,30.22833,Yes,416816,3344464,-87.86445,30.22888,Near/At HTL,
Treatment,2_Post,2017,Gulf Shores,Laguna Key,FC,0,7/26/2017,BFC25,0,NA,NA,NA,0.0,57.9,427091,3345310,-87.75774,30.23718,NA,NA,NA,NA,NA,NA,
Treatment,2_Post,2017,Gulf Shores,Laguna Key,FC,0,7/26/2017,BFC24,0,NA,NA,NA,0.0,76.4,427533,3345391,-87.75315,30.23794,NA,NA,NA,NA,NA,NA,
Ord_Control,2_Post,2017,BSNWR,Refuge,FC,0,7/27/2017,AFC78,0,NA,NA,NA,4.8,13.3,402630,3344118,-88.01182,30.22471,NA,NA,NA,NA,NA,NA,
Pop_Control,2_Post,2017,Fort Morgan,Fort Morgan,Nest,1,7/27/2017,A71,0,NA,NA,NA,10.9,34.2,404336,3344343,-87.99412,30.22687,Yes,404333,3344362,-87.99415,30.22704,Near/At HTL,called Matt to verify track; Matt found eggs
Treatment,2_Post,2017,Orange Beach,Orange Beach,Nest,1,7/27/2017,H08,1,Chairs,Chairs,Yes,10.9,72.1,442003,3348107,-87.60292,30.26322,Yes,441988,3348142,-87.60308,30.26354,Low elevation,"Visitors called OBPD. Brian Johnson, OBPD arrived to keep bystanders back along with OBA night crew. 67 turtles Nw to Tradewinds, 20 North to Holiday Inn/Seascape, 7 ne to The Sands gazebo. - Video done by Nickie and Brent -  Disorientation report done."
Pop_Control,2_Post,2017,Fort Morgan,Fort Morgan,Nest,1,7/28/2017,A72,0,NA,NA,NA,17.6,14.5,408496,3344775,-87.95093,30.23109,No,NA,NA,NA,NA,NA,Angie found eggs; Lisa's first time to find nest - Mike Reynolds came out. - no equipment - Nest coordinator: Mary
Ord_Control,2_Post,2017,BSNWR,Refuge,FC,0,7/28/2017,AFC81,0,NA,NA,NA,7.0,33.0,403454,3344213,-88.00327,30.22563,NA,NA,NA,NA,NA,NA,
Pop_Control,2_Post,2017,Fort Morgan,Fort Morgan,FC,0,7/28/2017,AFC79,0,NA,NA,NA,3.6,36.4,404877,3344412,-87.9885,30.22754,NA,NA,NA,NA,NA,NA,
Ord_Control,2_Post,2017,BSNWR,Refuge,FC,0,7/28/2017,AFC80,0,NA,NA,NA,1.5,37.9,406320,3344593,-87.97353,30.22928,NA,NA,NA,NA,NA,NA,
Pop_Control,2_Post,2017,Fort Morgan,Fort Morgan,Nest,1,7/29/2017,A75,0,NA,NA,NA,14.2,21.2,416660,3344422,-87.86607,30.22849,Yes,416658,3344448,-87.86609,30.22873,Near/At HTL,
Pop_Control,2_Post,2017,Fort Morgan,Fort Morgan,FC,0,7/29/2017,AFC82,0,NA,NA,NA,8.5,38.8,422049,3344524,-87.81008,30.22977,NA,NA,NA,NA,NA,NA,
Pop_Control,2_Post,2017,Fort Morgan,Fort Morgan,Nest,1,7/30/2017,A76,0,NA,NA,NA,7.9,27.3,410134,3344799,-87.93391,30.23143,Yes,410150,3344825,-87.93375,30.23167,Near/At HTL,"Day 75 = 10/12, excavated early due to Nate."
Ord_Control,2_Post,2017,Gulf State Park,Gulf State Park,Nest,1,7/30/2017,G06,0,NA,NA,NA,2.7,30.9,436916,3346716,-87.65572,30.25042,Yes,436916,3346736,-87.65572,30.2506,Near/At HTL,Turtle climbed a 2 foot cliff to nest.
Pop_Control,2_Post,2017,Fort Morgan,Fort Morgan,Nest,1,8/1/2017,A77,0,NA,NA,NA,16.1,27.3,409691,3344813,-87.93852,30.23152,No,NA,NA,NA,NA,NA,Nest washed over. - 34 dead pipped were fully formed.
Treatment,2_Post,2017,Gulf Shores,Laguna Key,Nest,1,8/2/2017,B29,0,NA,NA,NA,10.6,22.7,428144,3345536,-87.74681,30.23928,Yes,428143,3345555,-87.74683,30.23945,Low elevation,
Ord_Control,2_Post,2017,BSNWR,Refuge,Nest,1,8/3/2017,A78,1,Sign,Permanent Structure,NA,12.4,0.0,418695,3344393,-87.84492,30.22837,No,NA,NA,NA,NA,NA,"2 dead embryos early stage; 3 dead embryos late stage; 2 dragged to crab holes; 1 headed to dunes. Fully tarped but short tarps removed later (old way.) 3 escaped depredated on data sheet, unable to show in database. Excavated day after found hatched due to approaching Hurricane Nate. Approved by ALES office."
Treatment,2_Post,2017,Orange Beach,Orange Beach,FC,0,8/3/2017,HFC20,0,NA,NA,NA,14.5,37.9,443457,3348584,-87.58783,30.2676,NA,NA,NA,NA,NA,NA,Looked for possible nest with IMMS team.
Treatment,2_Post,2017,Gulf Shores,Laguna Key,FC,0,8/3/2017,BFC26,0,NA,NA,NA,0.0,50.6,427989,3345499,-87.74842,30.23894,NA,NA,NA,NA,NA,NA,
Treatment,2_Post,2017,Gulf Shores,Laguna Key,Nest,1,8/4/2017,B30,0,NA,NA,NA,4.2,20.3,428303,3345564,-87.74516,30.23954,Yes,428262,3345582,-87.74559,30.2397,Low elevation,
Pop_Control,2_Post,2017,Fort Morgan,Fort Morgan,Nest,1,8/5/2017,A79,0,NA,NA,NA,15.8,0.0,415991,3344452,-87.87302,30.22872,No,NA,NA,NA,NA,NA,
Treatment,2_Post,2017,Gulf Shores,West Beach,Nest,1,8/5/2017,C08,0,NA,NA,NA,17.0,10.6,430994,3345909,-87.71722,30.24281,No,NA,NA,NA,NA,NA,The city's night crew ran over the nest with their UTV.  See attached picture. Excavated prior to hurricane Nate.  Only 24 infertile eggs and one pearl found.
Treatment,2_Post,2017,Gulf Shores,Laguna Key,Nest,1,8/5/2017,B31,0,NA,NA,NA,12.1,34.2,426021,3345124,-87.76885,30.23544,Yes,426016,3345129,-87.7689,30.23548,Low elevation,"2 escaped nest and were depredated by crab.  The 2 are included in
the escaped from nest total.  Estimated to water is 67, survival 89.33%"
Ord_Control,2_Post,2017,BSNWR,Refuge,FC,0,8/6/2017,AFC83,0,NA,NA,NA,13.0,0.0,417176,3344413,-87.86071,30.22845,NA,NA,NA,NA,NA,NA,
Ord_Control,2_Post,2017,BSNWR,Refuge,Nest,1,8/7/2017,A80,0,NA,NA,NA,17.6,0.0,419299,3344387,-87.83865,30.22836,No,NA,NA,NA,NA,NA,2 dead embryos late stage. Tarped with tall tarp and 1 short tarp wrapped around (old way.)
Pop_Control,2_Post,2017,Fort Morgan,Fort Morgan,Nest,1,8/9/2017,A81,1,Tents Chairs Toys,Multiple,NA,14.8,10.6,416075,3344449,-87.87215,30.2287,No,NA,NA,NA,NA,NA,"Terry found eggs. - Terry/Sheryl, Mack/Cynthia nest coordinators, - GONE. 10/2"
Treatment,2_Post,2017,Orange Beach,Orange Beach,Nest,1,8/9/2017,H09,1,Chairs Boxes,Multiple,NA,34.2,14.2,438953,3347270,-87.63458,30.25552,No,NA,NA,NA,NA,NA,"She crawled abt 1500' after nesting. She crawled east behind loungers and around boxes and volleyball net before finding an opening back to the gulf.
Nest active preHurricane Nate. Dug up and released after storm."
Treatment,2_Post,2017,Gulf Shores,West Beach,Nest,1,8/10/2017,C09,0,NA,NA,NA,3.6,32.7,431129,3345902,-87.71582,30.24276,Yes,431121,3345933,-87.7159,30.24304,Near/At HTL,Excavated prior to Hurricane Nate.
Treatment,2_Post,2017,Gulf Shores,Laguna Key,FC,0,8/16/2017,BFC27,0,NA,NA,NA,18.2,33.6,426125,3345122,-87.76777,30.23542,NA,NA,NA,NA,NA,NA,
Treatment,2_Post,2017,Gulf Shores,Laguna Key,Nest,1,8/16/2017,B32,0,NA,NA,NA,0.0,37.9,427250,3345357,-87.75609,30.23761,Yes,427254,3345383,-87.75605,30.23785,Near/At HTL,"Monitored nest for 3 nights , heard few crawling sounds, 10/17/17 AM check found 1 turtle hatched out and in trench.  Permission given by M Reynolds to excavate. "
Treatment,2_Post,2017,Orange Beach,Orange Beach,Nest,1,8/16/2017,H10,1,Wooden Lounger,Wooden Lounger,NA,13.6,70.9,445543,3348944,-87.56617,30.27094,Yes,445541,3348981,-87.56619,30.27127,Low elevation,Stopped 25' short of loungers - ONA complete - Hatched 5:00 pm no light issues
Ord_Control,2_Post,2018,BSNWR,Refuge,Nest,1,5/18/2018,BS01,0,NA,NA,NA,47.6,0.0,417043,3344459,-87.86209,30.22885,No,NA,NA,NA,NA,NA,Monitoring equipment installed on 5/22/18
Pop_Control,2_Post,2018,Fort Morgan,Fort Morgan,FC,0,5/18/2018,AFC01,0,NA,NA,NA,2.1,50.0,405690,3344528,-87.98007,30.22865,NA,NA,NA,NA,NA,NA,
Pop_Control,2_Post,2018,Fort Morgan,Fort Morgan,Nest,1,5/19/2018,A01,0,NA,NA,NA,14.8,0.0,406114,3344593,-87.97567,30.22927,No,NA,NA,NA,NA,NA,Monitoring equipment installed on 5/22/18; Washed over 5/28 during TS Alberto
NA,2_Post,2018,Dauphin Island,Dauphin Island,Nest,1,5/22/2018,J01,0,NA,NA,NA,7.3,15.2,383320,3346790,-88.21275,30.24711,No,NA,NA,NA,NA,NA,
NA,2_Post,2018,Dauphin Island,Dauphin Island,FC,0,5/22/2018,JFC01,0,NA,NA,NA,3.0,NA,382882,3346680,-88.21729,30.24608,NA,NA,NA,NA,NA,NA,
NA,2_Post,2018,Dauphin Island,Dauphin Island,FC,0,5/23/2018,JFC02,0,NA,NA,NA,NA,NA,381802,3346423,-88.22848,30.24365,NA,NA,NA,NA,NA,NA,
NA,2_Post,2018,Dauphin Island,Dauphin Island,FC,0,5/23/2018,JFC03,0,NA,NA,NA,NA,NA,377396,3345388,-88.27414,30.23388,NA,NA,NA,NA,NA,NA,
NA,2_Post,2018,Dauphin Island,Dauphin Island,FC,0,5/23/2018,JFC04,0,NA,NA,NA,NA,NA,382225,3346536,-88.2241,30.24471,NA,NA,NA,NA,NA,NA,
Treatment,2_Post,2018,Gulf Shores,Laguna Key,FC,0,5/26/2018,BFC01,0,NA,NA,NA,0.0,27.3,425619,3345007,-87.77302,30.23436,NA,NA,NA,NA,NA,NA,
Pop_Control,2_Post,2018,Fort Morgan,Fort Morgan,Nest,1,5/28/2018,A02,0,Tent,Tent,NA,0.0,23.6,411634,3344733,-87.91832,30.23094,Yes,411636,3344758,-87.9183,30.23117,Near/At HTL,Came in during TS Alberto on 5/27/18; 121 eggs moved with 2 stuck together; Hatched but dead in nest: 1 was decapitated by a crab. 1 of the dead pipped had maggots.
Pop_Control,2_Post,2018,Fort Morgan,Fort Morgan,Nest,1,5/30/2018,A03,0,NA,NA,NA,18.5,20.9,415292,3344529,-87.88029,30.22936,Yes,415312,3344530,-87.88009,30.22937,Low Elevation,Relocated due to flooding at chamber depth; 2 eggs broken by female
Ord_Control,2_Post,2018,BSNWR,Refuge,Nest,1,6/2/2018,BS02,0,Sign,Permanent Structure,NA,14.8,0.0,417004,3344416,-87.86249,30.22846,No,NA,NA,NA,NA,NA,
Pop_Control,2_Post,2018,Fort Morgan,Fort Morgan,FC,0,6/2/2018,AFC02,0,NA,NA,NA,0.0,15.2,406248,3344597,-87.97427,30.22931,NA,NA,NA,NA,NA,NA,
Pop_Control,2_Post,2018,Fort Morgan,Fort Morgan,Nest,1,6/2/2018,A04,0,NA,NA,NA,15.5,19.7,406437,3344614,-87.97231,30.22948,Yes,406431,3344632,-87.97238,30.22964,Near/At HTL,Relocated due to at/below TS Alberto HTL; Female broke 1 egg on deposition; Issue with iButton from 7/7 2000 to 7/12 0500 - reported temperatures around 80 deg C
Pop_Control,2_Post,2018,Fort Morgan,Fort Morgan,FC,0,6/2/2018,AFC03,0,NA,NA,NA,10.9,30.0,415558,3344482,-87.87753,30.22896,NA,NA,NA,NA,NA,NA,Suspected nest; tracks obliterated by footprints
NA,2_Post,2018,Dauphin Island,Dauphin Island,Nest,1,6/4/2018,J02,0,NA,NA,NA,15.5,3.6,394996,3346371,-88.09137,30.2444,No,NA,NA,NA,NA,NA,
Treatment,2_Post,2018,Gulf Shores,Laguna Key,Nest,1,6/5/2018,B01,0,NA,NA,NA,16.7,9.1,424743,3344881,-87.78211,30.23316,No,NA,NA,NA,NA,NA,
Ord_Control,2_Post,2018,BSNWR,Refuge,FC,0,6/6/2018,BSFC01,0,NA,NA,NA,21.5,29.4,421725,3344459,-87.81344,30.22917,NA,NA,NA,NA,NA,NA,
Treatment,2_Post,2018,Gulf Shores,Laguna Key,FC,0,6/7/2018,BFC02,0,NA,NA,Yes,0.0,NA,428207,3345537,-87.74616,30.23929,NA,NA,NA,NA,NA,NA,LOF (Bill Hanks) reported a large group of tourist taking pictures shining flashlights and kids slapping resulting in the turtle turning back in the gulf. Tide was coming in and STB volunteer placed flip flops in picture for measurement and documentation.
Treatment,2_Post,2018,Gulf Shores,Laguna Key,FC,0,6/8/2018,BFC03,0,NA,NA,Yes,2.7,19.4,427674,3345436,-87.75169,30.23835,NA,NA,NA,NA,NA,NA,Crawl approximately 7' from large hole appx 5' deep.  Tourist reported seeing a group of people with flashlights in the area of crawl around midnight.
Treatment,2_Post,2018,Gulf Shores,Laguna Key,FC,0,6/8/2018,BFC04,0,NA,NA,NA,1.2,NA,427573,3345406,-87.75274,30.23807,NA,NA,NA,NA,NA,NA,10 loops in & out of water. 700' crawl.  Last loop observed by Kathy & Cathy will out gathering lighting info.  Nice quiet dark area.
Ord_Control,2_Post,2018,Gulf State Park,Gulf State Park,FC,0,6/9/2018,GFC01,0,NA,NA,NA,0.9,58.2,437241,3346780,-87.65235,30.25101,NA,NA,NA,NA,NA,NA,
Treatment,2_Post,2018,Orange Beach,Orange Beach,Nest,1,6/9/2018,H02,0,NA,NA,NA,18.8,60.9,444082,3348736,-87.58134,30.269,Yes,444059,3348762,-87.58159,30.26923,Low Elevation,Momma Turtle appeared to be disorientated but cannot confirm why. there are condo lights street and pier lights in this area. Daytime hatching with crowd surrounding nest confusing turtles. let them imprint collected and released at water. approx 100 spectators . Nest tampering 7/21 screen pulled up partially and dug into nest. Did not reach eggs. 
Treatment,2_Post,2018,Gulf Shores,West Beach,FC,0,6/9/2018,CFC01,0,NA,NA,NA,5.2,65.2,430239,3345806,-87.72506,30.24184,NA,NA,NA,NA,NA,NA,Quick in and out.  Big algae bloom for the last 10 days. Lots of green algae washing up in mats.
Treatment,2_Post,2018,Orange Beach,Orange Beach,Nest,1,6/9/2018,H01,1,Wooden Lounger,Wooden Lounger,NA,7.6,77.6,442086,3348137,-87.60206,30.2635,Yes,442086,3348184,-87.60206,30.26392,Low Elevation,"12' from loungers. ONA report complete and emailed. Obstructions for daytime hatching and crowd of abt 200. Night hatchings: 9 to Windward Point, 2 due east multiple lights. 1 hatchling emerged from water crawled towards Tradwinds found crawl under Townhomes to east ended with animal prints.  report filed."
Ord_Control,2_Post,2018,BSNWR,Refuge,Nest,1,6/10/2018,BS04,0,NA,NA,NA,21.2,0.0,403612,3344248,-88.00163,30.22596,No,NA,NA,NA,NA,NA,HOBO logger removed from BS04 8/6/2018 0700 and moved immediately to BS18 without relaunching logger
NA,2_Post,2018,Dauphin Island,Dauphin Island,Nest,1,6/10/2018,J03,1,Construction Material,Other,NA,27.3,0.0,380230,3346027,-88.24477,30.23993,No,NA,NA,NA,NA,NA,Completely eaten by Fox before finding nest
NA,2_Post,2018,Dauphin Island,Dauphin Island,Nest,1,6/10/2018,J04,0,NA,NA,NA,21.2,11.8,374651,3344870,-88.3026,30.22892,No,NA,NA,NA,NA,NA,when found nest may be a few days old track not fresh
Ord_Control,2_Post,2018,BSNWR,Refuge,Nest,1,6/10/2018,BS03,0,NA,NA,NA,8.5,35.5,422183,3344492,-87.80869,30.22949,No,NA,NA,NA,NA,NA,+6cm sand on 6/18/18 from washover; eggs not located during excavation 8/23/18
Treatment,2_Post,2018,Orange Beach,Orange Beach,Nest,1,6/10/2018,H03,0,NA,NA,NA,6.1,67.9,441071,3347801,-87.61259,30.26042,Yes,440947,3347848,-87.61389,30.26084,Near/At HTL,Vandalized 7/30 PD report filed. 2 hatchlings emerged from water trying to crawl north to lights at Escapes. Returned to water. 2 hatchlings escaped after cage tampering and headed due NE to Escapes - 1 found alive in pool later released and 1 dead in ant bed at base of foundation to Escapes.  
Treatment,2_Post,2018,Orange Beach,Alabama Point,Nest,1,6/11/2018,I01,0,NA,NA,NA,3.6,10.9,448578,3349617,-87.53461,30.27715,Yes,3349632,448582,-87.53465,30.27728,Near/At HTL,Heard activity 5 days before emergence. One hatchling - daytime went to water. Night hatching disoriented - went to condos!
Treatment,2_Post,2018,Orange Beach,Orange Beach,Nest,1,6/12/2018,H04,1,Wooden Lounger,Wooden Lounger,NA,19.4,61.5,444414,3348802,-87.5779,30.26961,Yes,444406,3348848,-87.57798,30.27002,Low Elevation,5' from lounger. ONA report complete and emailed. Looked for second egg chamber since low egg count and avg depth of nest.  Evidence of harrasment with footprints all around and caused her to turn around in circles twice before entering water.Possibly caused her to stop laying. Reported from security guard that she was not harassed but stuck under loungers and people moved lounger off of her. He felt they were legit and apologized for not trying to report to us. Disorientation report complete. 26 to Admirals Qrtrs 11 to Four Seasons pier. Had to collect turtles twice at water as they were heading east to Turquoise and west to pier. Walked them to west side of pier to release and still found one on beach heading to pier.  Patrol looked for hatchlings on the beach next day and none were found. 
Treatment,2_Post,2018,Gulf Shores,Laguna Key,FC,0,6/14/2018,BFC05,0,NA,NA,NA,2.1,NA,427758,3345444,-87.75082,30.23843,NA,NA,NA,NA,NA,NA,crawled apprx 4'. sharp right turn back to waters  edge. sharp right turn (almost on top of first crawl) north 7'. turned west for 70' then back into the gulf
Pop_Control,2_Post,2018,Fort Morgan,Fort Morgan,Nest,1,6/15/2018,A06,0,NA,NA,NA,12.4,7.6,409420,3344804,-87.94133,30.23142,Yes,409419,3344812,-87.94134,30.23149,Near/At HTL,Severely disoriented from streetlights and pool lights; Unknown number of hatchlings predated en route to water after significant distance traveled west (misoriented)
Pop_Control,2_Post,2018,Fort Morgan,Fort Morgan,Nest,1,6/15/2018,A05,1,Tent Toys,Multiple,NA,0.0,35.2,404608,3344396,-87.9913,30.22737,Yes,404612,3344411,-87.99126,30.22751,Near/At HTL,Disorientation form sent to Shannon
Treatment,2_Post,2018,Gulf Shores,Laguna Key,Nest,1,6/16/2018,B02,0,NA,NA,NA,10.3,17.0,427400,3345390,-87.75454,30.23792,Yes,427399,3345402,-87.75455,30.23803,Low Elevation,crawled straight in and nested. very disoriented after nesting - multiple loops in a 900' section. Shellie Chamblie & Angela Kirby observed mama T going back into the gulf. Mike Reynolds was there for relocation. 126 Hatchlings headed NE to Mustique Condo- 2000 W Beach Blvd. 5 headed East toward City glow. 3 headed North toward solar light on boardwalk (1 house east of 2095 WBB). 4 headed south.
Ord_Control,2_Post,2018,BSNWR,Refuge,Nest,1,6/16/2018,BS05,0,NA,NA,NA,16.1,20.0,420123,3344386,-87.83008,30.2284,No,NA,NA,NA,NA,NA,
Ord_Control,2_Post,2018,BSNWR,Refuge,Nest,1,6/19/2018,BS06,0,NA,NA,NA,23.6,0.0,419418,3344395,-87.83741,30.22844,No,NA,NA,NA,NA,NA,
Pop_Control,2_Post,2018,Fort Morgan,Fort Morgan,Nest,1,6/19/2018,A07,0,Tent Chair,Multiple,NA,13.9,9.1,407773,3344722,-87.95844,30.23056,Yes,407767,3344730,-87.9585,30.23063,Low Elevation,Relocated close to sea oats - look for root penetration at excavation
